aweme_id,cid,text,image_list,digg_count,create_time,user_nickname,user_unique_id,user_avatar,sticker,reply_comment_total,ip_label
7375993835563830528,7376086715092370217,一样[捂脸],"['https://p9-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/7d56934bea3c45a1a0e32a3e0b26bd47~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=DOvib9wm9KUwSutm6a11UQ%2BJg30%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/7d56934bea3c45a1a0e32a3e0b26bd47~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=QvPTg4%2BCgnGpt%2Fi8hHzgT3OUq2I%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/7d56934bea3c45a1a0e32a3e0b26bd47~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=hnwWclKZbOsoxhjYJu5rhFnjOyI%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p9-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/7d56934bea3c45a1a0e32a3e0b26bd47~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1776931200&x-signature=LeHuM6Fu51d0tPimN7%2BJ0gkYVEA%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92']",0,1717379024,庄园,zy888806,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_dfd7e4c51a144fdda957caecd33a1842.jpeg?from=2064092626,,1,湖北
7375993835563830528,7376280870930694951,透死了,,0,1717424228,我是蛋蛋,,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c000-ce_oIhWcAAYTKJfMaW6EMLIgzGnBXA7BeAgQ7ep8S.jpeg?from=2064092626,,0,四川
7375993835563830528,7377932985390351141,,"['https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/e3461136e9a14793b39eaeb2fc7b687f~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=XMvKveeUYqptWTIYSUwX9EkE4Lw%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/e3461136e9a14793b39eaeb2fc7b687f~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=pt0qbRRiBWcEFxYooo6KWpZCP0I%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p5-ex-gddgtc-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/e3461136e9a14793b39eaeb2fc7b687f~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=1Hy6QzUlOorhMIDorDwmcWh7Tfs%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/e3461136e9a14793b39eaeb2fc7b687f~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1776931200&x-signature=N3c%2FqF%2BGy%2B8hCs8%2FxJd1cOp6%2FTM%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92']",0,1717808892,老己与风,,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_34383f32ed1464497feabaa6d02649d0.jpeg?from=2064092626,,0,河北
7375993835563830528,7376007863624680211,6666[泪奔][泪奔][泪奔],,1,1717360693,小野猫ᰔᩚ ⁵¹⁰⁷⁴,SheiDmaomao,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_181496f1c027742dff022274e55974de.jpeg?from=2064092626,,2,四川
7375993835563830528,7376253970945147686,[看][看],"['https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/1240d137d6d348e7be9bd8bb1bc1a7c4~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=pknoqI7t1hUVBDwFum7XbmEnwUo%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/1240d137d6d348e7be9bd8bb1bc1a7c4~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=oygRncH1y%2F08XewJycs%2FRCkUbBE%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/1240d137d6d348e7be9bd8bb1bc1a7c4~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=2YoQxxWBO1GnUAtuO9FIC1i6chI%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/1240d137d6d348e7be9bd8bb1bc1a7c4~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1776931200&x-signature=L9IMq1Rffrp3%2F6oVNdqbeq9Sf%2F0%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92']",0,1717417962,不嚣張,z777777x,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_976b322bb710055df46703ea3d4e741d.jpeg?from=2064092626,,1,山东
7375993835563830528,7376112668110783243,好巧,"['https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/6611193cd4c144c7ae7eaf16e81b437e~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=EO0T2eqMQLYEIC2suaTaMhC3mVw%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/6611193cd4c144c7ae7eaf16e81b437e~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=OOt5UwshqbpvpDjC%2BLpgvPMceZM%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p5-ex-gddgtc-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/6611193cd4c144c7ae7eaf16e81b437e~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=3HzuRD6VNKnT2LcP39HOk2a2uvo%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/6611193cd4c144c7ae7eaf16e81b437e~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1776931200&x-signature=9I3M%2Bj77KK%2FM35Dr6oZr0tv%2FHcw%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92']",0,1717385064,......!,xh20219861214082,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c000-ce_osAvAfjgDECpFAOA4aESS4IfTCoQEYTwig9vXA.jpeg?from=2064092626,,0,陕西
7375993835563830528,7376208150389687090,我两步击杀成功,,1,1717407297,太阳当空赵女士,,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c000-ce_osAfAfrIDEEoFArAVuEq1yIalEeQ5AMwkp90TA.jpeg?from=2064092626,,0,河北
7375993835563830528,7376132730667352859,一发,"['https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/2afdad7a8db447159de8c9ec1b9221ca~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=q64cWJe9M%2BzSFBLUgaOoMaq9joI%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/2afdad7a8db447159de8c9ec1b9221ca~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=G6RKHbc8VtHgz6I%2B8rkZ8iruJAw%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/2afdad7a8db447159de8c9ec1b9221ca~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=CEEc1kPp1GYUWJ33e4a1mAzezGw%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/2afdad7a8db447159de8c9ec1b9221ca~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1776931200&x-signature=LjCUTp%2BrxBBY8pcZCFWP5W%2FHpsY%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92']",1,1717389736,安逸清酒,liangjie5008,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_c36391abb02f7d68e88028a031912546.jpeg?from=2064092626,,0,安徽
7375993835563830528,7376743838037754665,我四发子弹,,0,1717532050,安东尼奥007,55535083736,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_oMfAIBALoIAFE7AAloBODPQXhmcLGeLEa8fP05.jpeg?from=2064092626,,0,黑龙江
7375993835563830528,7376089790196630311,看在你是我爱播的份上，这个广子我就不喷了，顺带问一下，点进去玩多久你能分钱？,,0,1717379740,蒋大叔,,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/mosaic-legacy_4ace0016bdfd4429766e.jpeg?from=2064092626,,0,湖南
7375993835563830528,7377691836389442314,没我的快吧,"['https://p5-ex-gddgtc-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/90e481aef283453bb90bd0eeb71e4c34~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=tblxfQYhGODbyfFITDm%2FYHR0iYc%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/90e481aef283453bb90bd0eeb71e4c34~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=qQ0xGoi7E7%2F9jhieIeB58sxvTVs%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/90e481aef283453bb90bd0eeb71e4c34~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=NxC0Co1l6SnNuz%2F%2FnjKwJz0IH3g%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p5-ex-gddgtc-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/90e481aef283453bb90bd0eeb71e4c34~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1776931200&x-signature=9oXB53PIdJJiAoUnIXr7c3LPpts%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92']",0,1717752742,廖想不到,,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_ocAAGwzWfA4CgAAdAeqMACYAhKMEIDAtgyAAMh.jpeg?from=2064092626,,3,四川
7375993835563830528,7376113287597638440,,"['https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/3f0e459b7c15486f8a5c0148db8af629~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=t6%2FG3ZQHGetIgFh9KV6IxzIykk4%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/3f0e459b7c15486f8a5c0148db8af629~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=ca%2BKZzIeG%2BUAN78vF0ZG3VM6QTA%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/3f0e459b7c15486f8a5c0148db8af629~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=YepVZtf3X4bOb3zMJxl8fWHyx0w%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/3f0e459b7c15486f8a5c0148db8af629~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1776931200&x-signature=%2FKP38vWnijX%2F9h1uBlRtMYKXb%2FY%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92']",1,1717385210,彤彤瘦十斤,zyt1224803199,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_a920d4de78e8db339a7f5c224f0ec246.jpeg?from=2064092626,,0,河南
7375993835563830528,7376562334779278106,某种意义上你们无法超越我[捂脸][右边],"['https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/434deaab38cd4a9db92b3c6125c02970~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=es186uKRU1MFL0HTwygZYuZa%2BQM%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/434deaab38cd4a9db92b3c6125c02970~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=QLExdfgOnoZCatGlg6Mjw9St%2Fec%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p5-ex-gddgtc-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/434deaab38cd4a9db92b3c6125c02970~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=aNm2DwLkVy6AKBkIbr%2BCpXisFdk%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/434deaab38cd4a9db92b3c6125c02970~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1776931200&x-signature=D25nVJ3Q8HPsFxTfZUVNcM%2B5lEk%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92']",0,1717489763,Em,55904530386,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_3b20c51689c443ef8bf4bbfd8203d763.jpeg?from=2064092626,,3,广东
7375993835563830528,7376097721809715995,我的4抢怎么打的，你一抢二抢怎么打的？,"['https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/468d4687b6d44dcfa2eec6f37fb653ed~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=nvou4shCVycsjAbBLGxfOY5P%2BWo%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/468d4687b6d44dcfa2eec6f37fb653ed~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=jtXC6eCHmFvLfO3IgnELidK%2F%2BOI%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p5-ex-gddgtc-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/468d4687b6d44dcfa2eec6f37fb653ed~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1776931200&x-signature=mY8ufBXDX9CltiygRbbaEIRIhC4%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/468d4687b6d44dcfa2eec6f37fb653ed~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1776931200&x-signature=QtIzt6FobEWzBy%2B1kotlSgvGh%2F4%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20260422152813FE625B58C0C803516D92']",0,1717381585,欧利东,,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_61a3340827f77d661ee106caa2a64b48.jpeg?from=2064092626,,2,广东
